file,row_number,source_key,classification,canonical_smiles,duplicate_internal,duplicate_production,issue_type,message
data/lit_curation/polymerization_outcomes_staging.csv,44,"3,4-dimethylpyrrole",NEEDS_SOURCE_CHECK,Cc1c[nH]cc1C,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,45,3-methylthiophene,PROMOTE_NOW_CANDIDATE,Cc1ccsc1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,46,3-methoxythiophene,NEEDS_SOURCE_CHECK,COc1ccsc1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,47,bithiophene,PROMOTE_NOW_CANDIDATE,c1csc(-c2ccsc2)c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,48,terthiophene,NEEDS_SOURCE_CHECK,c1csc(-c2ccc(-c3cccs3)s2)c1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,49,benzothiadiazole-thiophene D-A,PROMOTE_NOW_CANDIDATE,c1csc(-c2ccc3nsnc3c2)c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,50,3-hexylthiophene,PROMOTE_NOW_CANDIDATE,CCCCCCc1ccsc1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,51,aniline,NEEDS_SOURCE_CHECK,Nc1ccccc1,False,False,source_check,Outcome needs source-confidence review.
data/lit_curation/polymerization_outcomes_staging.csv,52,o-toluidine,NEEDS_CONDITION_MATCH_CHECK,Cc1ccccc1N,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,53,o-methoxyaniline,NEEDS_CONDITION_MATCH_CHECK,COc1ccccc1N,False,False,condition_match,Conditional row contains possible negative evidence but must be mapped to an explicit triad condition.
data/lit_curation/polymerization_outcomes_staging.csv,54,diphenylamine,NEEDS_SOURCE_CHECK,c1ccc(Nc2ccccc2)cc1,False,False,source_check,Outcome needs source-confidence review.
data/lit_curation/polymerization_outcomes_staging.csv,55,CPDT,PROMOTE_NOW_CANDIDATE,c1cc2c(s1)-c1sccc1C2,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,56,"dithieno[3,2-b:2',3'-d]pyrrole",NEEDS_CONDITION_MATCH_CHECK,c1cc2[nH]c3ccsc3c2s1,False,False,condition_match,Conditional row contains possible negative evidence but must be mapped to an explicit triad condition.
data/lit_curation/polymerization_outcomes_staging.csv,57,"thieno[3,4-b]pyrazine",NEEDS_CONDITION_MATCH_CHECK,c1cnc2cscc2n1,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,58,benzothiadiazole-thiophene D-A,NEEDS_CONDITION_MATCH_CHECK,c1csc(-c2ccc3nsnc3c2)c1,False,False,condition_match,Conditional row contains possible negative evidence but must be mapped to an explicit triad condition.
data/lit_curation/polymerization_outcomes_staging.csv,59,benzothiadiazole-thiophene D-A,NEEDS_CONDITION_MATCH_CHECK,c1csc(-c2ccc3nsnc3c2)c1,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,60,furan,NEEDS_SOURCE_CHECK,c1ccoc1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,61,terfuran,NEEDS_SOURCE_CHECK,c1coc(-c2ccc(-c3ccco3)o2)c1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,62,selenophene,PROMOTE_NOW_CANDIDATE,c1cc[se]c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,63,EDOT,PROMOTE_NOW_CANDIDATE,c1scc2c1OCCO2,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,64,bithiophene,PROMOTE_NOW_CANDIDATE,c1csc(-c2ccsc2)c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,65,pyrrole,PROMOTE_NOW_CANDIDATE,c1cc[nH]c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,66,aniline,PROMOTE_NOW_CANDIDATE,Nc1ccccc1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,67,carbazole,NEEDS_CONDITION_MATCH_CHECK,c1ccc2c(c1)[nH]c1ccccc12,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,68,EDOT,PROMOTE_NOW_CANDIDATE,c1scc2c1OCCO2,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,69,thiophene,NEEDS_CONDITION_MATCH_CHECK,c1ccsc1,False,False,condition_match,Conditional row contains possible negative evidence but must be mapped to an explicit triad condition.
data/lit_curation/polymerization_outcomes_staging.csv,70,3-methylthiophene,PROMOTE_NOW_CANDIDATE,Cc1ccsc1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,71,bithiophene,PROMOTE_NOW_CANDIDATE,c1csc(-c2ccsc2)c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,72,terthiophene,NEEDS_SOURCE_CHECK,c1csc(-c2ccc(-c3cccs3)s2)c1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,73,furan,NEEDS_SOURCE_CHECK,c1ccoc1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,74,bifuran,PROMOTE_NOW_CANDIDATE,c1coc(-c2ccco2)c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,75,terfuran,NEEDS_SOURCE_CHECK,c1coc(-c2ccc(-c3ccco3)o2)c1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,76,selenophene,NEEDS_CONDITION_MATCH_CHECK,c1cc[se]c1,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,77,pyrrole,PROMOTE_NOW_CANDIDATE,c1cc[nH]c1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,78,N-methylpyrrole,PROMOTE_NOW_CANDIDATE,Cn1cccc1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,79,"3,4-dimethylpyrrole",NEEDS_SOURCE_CHECK,Cc1c[nH]cc1C,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,80,EDOP,PROMOTE_NOW_CANDIDATE,c1[nH]cc2c1OCCO2,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,81,carbazole,NEEDS_SOURCE_CHECK,c1ccc2c(c1)[nH]c1ccccc12,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,82,N-vinylcarbazole,PROMOTE_NOW_CANDIDATE,C=Cn1c2ccccc2c2ccccc21,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,83,"fluorene 9,9-dioctyl",NEEDS_CONDITION_MATCH_CHECK,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,84,"9,9-dimethylfluorene",NEEDS_SOURCE_CHECK,CC1(C)c2ccccc2-c2ccccc21,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,85,aniline,NEEDS_CONDITION_MATCH_CHECK,Nc1ccccc1,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,86,o-methoxyaniline,NEEDS_SOURCE_CHECK,COc1ccccc1N,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,87,o-toluidine,NEEDS_SOURCE_CHECK,Cc1ccccc1N,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,88,diphenylamine,NEEDS_CONDITION_MATCH_CHECK,c1ccc(Nc2ccccc2)cc1,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/polymerization_outcomes_staging.csv,89,"dithieno[3,2-b:2',3'-d]pyrrole",PROMOTE_NOW_CANDIDATE,c1cc2[nH]c3ccsc3c2s1,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,90,CPDT,PROMOTE_NOW_CANDIDATE,c1cc2c(s1)-c1sccc1C2,False,False,promotion_candidate,Positive film-growth evidence is review-ready.
data/lit_curation/polymerization_outcomes_staging.csv,91,3-methoxythiophene,NEEDS_SOURCE_CHECK,COc1ccsc1,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/polymerization_outcomes_staging.csv,92,"3,4-difluorothiophene",NEEDS_CONDITION_MATCH_CHECK,Fc1cscc1F,False,False,condition_match,Conditional outcome needs binary mapping.
data/lit_curation/optical_anchors_selected.csv,2,"PEDOP (poly(3,4-ethylenedioxypyrrole))",NEEDS_REFERENCE_CONVERSION_CHECK,c1[nH]cc2c1OCCO2,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/optical_anchors_selected.csv,3,"PProDOP (poly(3,4-propylenedioxypyrrole))",NEEDS_REFERENCE_CONVERSION_CHECK,c1[nH]cc2c1OCCCO2,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/optical_anchors_selected.csv,4,"Poly(3-hexylthiophene) (P3HT), linear regioregular highest-Mn sample L43",NEEDS_REFERENCE_CONVERSION_CHECK,CCCCCCc1ccsc1,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/optical_anchors_selected.csv,5,"PEDOS poly(3,4-ethylenedioxyselenophene) (electrodeposited, TBAClO4/MeCN)",NEEDS_REFERENCE_CONVERSION_CHECK,c1[se]cc2c1OCCO2,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/optical_anchors_selected.csv,6,"Poly(9,9-dioctylfluorene) (PFO)",PARK,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,False,False,diagnostic_optical,Selected optical anchor; 417587 remains diagnostic only.
data/lit_curation/optical_anchors_selected.csv,7,"p-AlkyneDTP poly(N-(but-3-yn-1-yl) dithieno[3,2-b:2',3'-d]pyrrole)",PARK,c1cc2[nH]c3ccsc3c2s1,False,False,diagnostic_optical,Selected optical anchor; 417587 remains diagnostic only.
data/lit_curation/optical_anchors_selected.csv,8,"Polyterthiophene (PT3), electropolymerized film",PARK,c1csc(-c2ccc(-c3cccs3)s2)c1,False,False,diagnostic_optical,Selected optical anchor; 417587 remains diagnostic only.
data/lit_curation/optical_anchors_selected.csv,9,"Polyfuran (electropolymerized from terfuran, P1/PFu3)",NEEDS_REFERENCE_CONVERSION_CHECK,c1ccoc1,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/optical_anchors_selected.csv,10,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T1] (parent)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset reference is not pinned to Ag/AgCl; optical gap itself remains usable only as a staging anchor.
data/lit_curation/solubility_staging.csv,2,EDOT,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,3,EDOT,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,4,thiophene,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,5,thiophene,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,6,terthiophene,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,7,furan,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,8,pyrrole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,9,pyrrole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,10,pyrrole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,11,aniline,NEEDS_SOURCE_CHECK,,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/solubility_staging.csv,12,aniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,13,aniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,14,aniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,15,aniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,16,furan,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,17,furan,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,18,o-toluidine,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,19,o-toluidine,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,20,o-toluidine,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,21,o-methoxyaniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
